category,item,calories,fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carb_g,fiber_g,sugars_g,protein_g,weight_watcher_points,item_type,size
Iced Latte,"Caramel Craze Signature Iced Latte with Skim Milk, Small",250,5,3,0,20,130,43,0,40,8,285,drink,small
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Large",530,17,10,0.5,60,250,79,0,74,15,599,drink,large
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Medium",410,14,8,0,45,190,61,0,57,11,464,drink,medium
Iced Latte,"Caramel Craze Signature Iced Latte with Whole Milk, Small",300,11,6,0,35,130,43,0,39,8,337,drink,small
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Large",350,0,0,0,10,250,71,0,69,15,404,drink,large
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,10,190,53,0,52,11,301,drink,medium
Iced Latte,"Caramel Swirl Iced Latte with Skim Milk, Small",180,0,0,0,NA,125,36,0,35,8,207,drink,small
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,250,70,0,69,14,512,drink,large
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Medium",340,9,5,0,30,190,53,0,52,11,386,drink,medium
Iced Latte,"Caramel Swirl Iced Latte with Whole Milk, Small",230,6,3.5,0,20,125,35,0,34,7,260.5,drink,small
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Large",420,6,4,0,25,220,78,2,69,15,478,drink,large
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Medium",330,6,3.5,0,20,160,60,2,52,11,374.5,drink,medium
Iced Latte,"Cocoa Mocha Signature Iced Latte with Skim Milk, Small",250,5,3.5,0,20,115,43,1,36,8,281.5,drink,small
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Large",520,18,11,0.5,55,220,77,2,68,14,585,drink,large
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Medium",400,14,9,0,45,170,60,2,52,10,451,drink,medium
Iced Latte,"Cocoa Mocha Signature Iced Latte with Whole Milk, Small",300,11,7,0,35,115,42,1,36,7,336,drink,small
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Large",350,0,0,0,10,240,71,0,67,15,402,drink,large
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,10,180,53,0,50,11,299,drink,medium
Iced Latte,"French Vanilla Swirl Iced Latte with Skim Milk, Small",170,0,0,0,NA,120,35,0,33,7,196,drink,small
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,240,70,0,66,14,509,drink,large
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Medium",330,9,5,0,30,180,52,0,50,11,374,drink,medium
Iced Latte,"French Vanilla Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,120,35,0,33,7,249.5,drink,small
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Large",350,0,0,0,10,240,71,0,67,15,402,drink,large
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,10,180,53,0,50,11,299,drink,medium
Iced Latte,"Hazelnut Swirl Iced Latte with Skim Milk, Small",170,0,0,0,NA,120,35,0,33,7,196,drink,small
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,240,70,0,66,14,509,drink,large
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Medium",340,9,5,0,30,180,53,0,50,11,384,drink,medium
Iced Latte,"Hazelnut Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,120,35,0,33,7,249.5,drink,small
Iced Latte,"Iced Latte with Almond Milk, Large",130,3.5,0,0,0,260,23,1,20,2,148,drink,large
Iced Latte,"Iced Latte with Almond Milk, Medium",100,3,0,0,0,190,17,1,15,1,114,drink,medium
Iced Latte,"Iced Latte with Almond Milk, Small",70,2,0,0,0,130,11,0,10,1,79,drink,small
Iced Latte,"Iced Latte with Skim Milk, Large",130,0,0,0,NA,180,20,0,18,12,136,drink,large
Iced Latte,"Iced Latte with Skim Milk, Medium",100,0,0,0,NA,135,15,0,14,9,105,drink,medium
Iced Latte,"Iced Latte with Skim Milk, Small",70,0,0,0,NA,90,10,0,9,6,73,drink,small
Iced Latte,"Iced Latte with Skim Milk and Sugar, Large",270,0,0,0,NA,180,54,0,53,12,311,drink,large
Iced Latte,"Iced Latte with Skim Milk and Sugar, Medium",200,0,0,0,NA,135,41,0,40,9,231,drink,medium
Iced Latte,"Iced Latte with Skim Milk and Sugar, Small",130,0,0,0,NA,90,27,0,26,6,150,drink,small
Iced Latte,"Iced Latte with Whole Milk, Large",230,12,7,0,35,180,19,0,18,12,243,drink,large
Iced Latte,"Iced Latte with Whole Milk, Medium",170,9,5,0,25,135,14,0,13,9,179,drink,medium
Iced Latte,"Iced Latte with Whole Milk, Small",120,6,3.5,0,20,90,9,0,9,6,126.5,drink,small
Iced Latte,"Iced Latte with Whole Milk and Sugar, Large",370,12,7,0,35,180,54,0,52,12,417,drink,large
Iced Latte,"Iced Latte with Whole Milk and Sugar, Medium",270,9,5,0,25,135,40,0,39,9,305,drink,medium
Iced Latte,"Iced Latte with Whole Milk and Sugar, Small",180,6,3.5,0,20,90,27,0,26,6,203.5,drink,small
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Large",340,1,0.5,0,NA,210,70,2,64,14,390.5,drink,large
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Medium",250,1,0.5,0,NA,160,52,2,48,10,288.5,drink,medium
Iced Latte,"Mocha Swirl Iced Latte with Skim Milk, Small",170,0.5,0,0,NA,105,35,1,32,7,195,drink,small
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Large",440,13,7,0,35,220,69,2,63,13,497,drink,large
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Medium",330,10,6,0,25,160,52,2,47,10,373,drink,medium
Iced Latte,"Mocha Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,110,35,1,32,7,248.5,drink,small
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Large",350,0.5,0,0,10,440,70,0,66,16,400,drink,large
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Medium",260,0,0,0,NA,330,52,0,50,12,298,drink,medium
Iced Latte,"Butter Pecan Swirl Iced Latte with Skim Milk, Small",170,0,0,0,NA,220,35,0,33,8,195,drink,small
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Large",450,12,7,0,40,440,69,0,66,15,508,drink,large
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Medium",330,9,5,0,30,330,52,0,49,11,373,drink,medium
Iced Latte,"Butter Pecan Swirl Iced Latte with Whole Milk, Small",220,6,3.5,0,20,220,35,0,33,7,249.5,drink,small
Iced Latte,"Matcha Iced Latte with Skim Milk, Large",240,0,0,0,NA,170,45,2,43,14,269,drink,large
Iced Latte,"Matcha Iced Latte with Skim Milk, Medium",180,0,0,0,NA,125,34,1,32,11,201,drink,medium
Iced Latte,"Matcha Iced Latte with Skim Milk, Small",120,0,0,0,NA,85,23,1,22,7,135,drink,small
Iced Latte,"Matcha Iced Latte with Whole Milk, Large",340,12,7,0,35,170,44,2,43,13,377,drink,large
Iced Latte,"Matcha Iced Latte with Whole Milk, Medium",250,9,5,0,25,130,33,1,32,10,277,drink,medium
Iced Latte,"Matcha Iced Latte with Whole Milk, Small",170,6,3.5,0,20,85,22,1,21,7,187.5,drink,small
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,10,200,66,0,63,11,362,drink,large
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Medium",240,0,0,0,NA,150,49,0,47,8,279,drink,medium
Iced Macchiato,"Caramel Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,105,33,0,32,6,186,drink,small
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,30,200,65,0,63,11,436.5,drink,large
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Medium",290,6,3.5,0,20,150,49,0,47,8,332.5,drink,medium
Iced Macchiato,"Caramel Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,105,33,0,31,5,218.5,drink,small
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,10,190,65,0,61,11,360,drink,large
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Medium",230,0,0,0,NA,150,49,0,46,8,268,drink,medium
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,100,33,0,30,5,185,drink,small
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,30,200,65,0,60,10,434.5,drink,large
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Medium",280,6,3.5,0,20,150,49,0,45,8,320.5,drink,medium
Iced Macchiato,"French Vanilla Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,100,33,0,30,5,217.5,drink,small
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,10,190,65,0,61,11,360,drink,large
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Medium",230,0,0,0,NA,150,49,0,46,8,268,drink,medium
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,100,33,0,30,5,185,drink,small
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,30,200,65,0,60,10,434.5,drink,large
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Medium",280,6,3.5,0,20,150,49,0,45,8,320.5,drink,medium
Iced Macchiato,"Hazelnut Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,100,33,0,30,5,217.5,drink,small
Iced Macchiato,"Iced Macchiato with Skim Milk, Large",90,0,0,0,NA,135,14,0,12,8,94,drink,large
Iced Macchiato,"Iced Macchiato with Skim Milk, Medium",70,0,0,0,NA,100,11,0,9,6,73,drink,medium
Iced Macchiato,"Iced Macchiato with Skim Milk, Small",50,0,0,0,0,70,7,0,6,4,52,drink,small
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Large",230,0,0,0,NA,135,49,0,47,8,269,drink,large
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Medium",170,0,0,0,NA,100,37,0,35,6,199,drink,medium
Iced Macchiato,"Iced Macchiato with Skim Milk and Sugar, Small",120,0,0,0,0,70,25,0,23,4,139,drink,small
Iced Macchiato,"Iced Macchiato with Whole Milk, Large",160,8,4.5,0,25,135,14,0,12,8,168.5,drink,large
Iced Macchiato,"Iced Macchiato with Whole Milk, Medium",120,6,3.5,0,20,105,10,0,9,6,126.5,drink,medium
Iced Macchiato,"Iced Macchiato with Whole Milk, Small",80,4,2.5,0,10,70,7,0,6,4,84.5,drink,small
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Large",290,8,4.5,0,25,140,49,0,46,8,332.5,drink,large
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Medium",220,6,3.5,0,20,105,37,0,35,6,252.5,drink,medium
Iced Macchiato,"Iced Macchiato with Whole Milk and Sugar, Small",150,4,2.5,0,10,70,25,0,23,4,171.5,drink,small
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Large",300,1,0.5,0,NA,160,65,2,58,10,348.5,drink,large
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Medium",230,1,0.5,0,NA,125,49,2,43,7,266.5,drink,medium
Iced Macchiato,"Mocha Swirl Iced Macchiato with Skim Milk, Small",150,0.5,0,0,0,85,33,1,29,5,174,drink,small
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Large",370,9,5,0,25,170,64,2,57,9,423,drink,large
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Medium",280,7,4,0,20,125,48,2,43,7,320,drink,medium
Iced Macchiato,"Mocha Swirl Iced Macchiato with Whole Milk, Small",180,4.5,2.5,0,10,85,32,1,29,5,206.5,drink,small
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Large",310,0,0,0,NA,390,64,0,60,12,358,drink,large
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Medium",230,0,0,0,NA,290,48,0,45,9,266,drink,medium
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Skim Milk, Small",160,0,0,0,NA,200,33,0,30,6,184,drink,small
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Large",380,8,4.5,0,25,390,64,0,60,11,433.5,drink,large
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Medium",280,6,3.5,0,20,300,48,0,45,8,320.5,drink,medium
Iced Macchiato,"Butter Pecan Swirl Iced Macchiato with Whole Milk, Small",190,4,2.5,0,15,200,32,0,30,6,216.5,drink,small
Iced Tea,"Iced Green Tea Sweetened, Large",140,0,0,0,0,15,33,0,22,1,161,drink,large
Iced Tea,"Iced Green Tea Sweetened, Medium",100,0,0,0,0,10,25,0,25,1,124,drink,medium
Iced Tea,"Iced Green Tea Sweetened, Small",70,0,0,0,0,10,16,0,16,1,85,drink,small
Iced Tea,"Iced Green Tea Unsweetened, Large",5,0,0,0,0,15,0,0,0,1,4,drink,large
Iced Tea,"Iced Green Tea Unsweetened, Medium",5,0,0,0,0,10,0,0,0,1,4,drink,medium
Iced Tea,"Iced Green Tea Unsweetened, Small",5,0,0,0,0,10,0,0,0,1,4,drink,small
Iced Tea,"Iced Tea Sweetened, Large",140,0,0,0,0,25,35,0,33,0,173,drink,large
Iced Tea,"Iced Tea Sweetened, Medium",100,0,0,0,0,20,26,0,25,0,125,drink,medium
Iced Tea,"Iced Tea Sweetened, Small",70,0,0,0,0,15,17,0,16,0,86,drink,small
Iced Tea,"Iced Tea Sweetened Blueberry Flavored Tea, Large",150,0,0,0,0,25,38,0,33,0,183,drink,large
Iced Tea,"Iced Tea Sweetened Blueberry Flavored Tea, Medium",110,0,0,0,0,20,28,0,25,0,135,drink,medium
Iced Tea,"Iced Tea Sweetened Blueberry Flavored Tea, Small",80,0,0,0,0,15,19,0,17,0,97,drink,small
Iced Tea,"Iced Tea Sweetened Raspberry Flavored, Large",150,0,0,0,0,25,38,0,33,0,183,drink,large
Iced Tea,"Iced Tea Sweetened Raspberry Flavored, Medium",110,0,0,0,0,20,29,0,25,0,135,drink,medium
Iced Tea,"Iced Tea Sweetened Raspberry Flavored, Small",80,0,0,0,0,15,19,0,17,0,97,drink,small
Iced Tea,"Iced Tea Unsweetened, Large",5,0,0,0,0,25,2,0,0,0,5,drink,large
Iced Tea,"Iced Tea Unsweetened, Medium",5,0,0,0,0,20,1,0,0,0,5,drink,medium
Iced Tea,"Iced Tea Unsweetened, Small",5,0,0,0,0,15,1,0,0,0,5,drink,small
Iced Tea,"Iced Tea Unsweetened Blueberry Flavored Tea, Large",20,0,0,0,0,25,5,0,0,0,20,drink,large
Iced Tea,"Iced Tea Unsweetened Blueberry Flavored Tea, Medium",15,0,0,0,0,20,3,0,0,0,15,drink,medium
Iced Tea,"Iced Tea Unsweetened Blueberry Flavored Tea, Small",10,0,0,0,0,15,2,0,0,0,10,drink,small
Iced Tea,"Iced Tea Unsweetened Raspberry Flavored, Large",20,0,0,0,0,25,5,0,0,0,20,drink,large
Iced Tea,"Iced Tea Unsweetened Raspberry Flavored, Medium",15,0,0,0,0,20,4,0,0,0,15,drink,medium
Iced Tea,"Iced Tea Unsweetened Raspberry Flavored, Small",10,0,0,0,0,15,3,0,0,0,10,drink,small
Iced Tea,"Sweet Tea, Large",310,0,0,0,0,25,79,0,78,0,388,drink,large
Iced Tea,"Sweet Tea, Medium",230,0,0,0,0,20,60,0,58,0,288,drink,medium
Iced Tea,"Sweet Tea, Small",150,0,0,0,0,15,40,0,39,0,189,drink,small
Iced Tea,"Sweet Tea Blueberry Flavored, Large",330,0,0,0,0,30,86,0,81,0,411,drink,large
Iced Tea,"Sweet Tea Blueberry Flavored, Medium",250,0,0,0,0,20,64,0,60,0,310,drink,medium
Iced Tea,"Sweet Tea Blueberry Flavored, Small",170,0,0,0,0,15,43,0,40,0,210,drink,small
Iced Tea,"Sweet Tea Raspberry Flavored, Large",330,0,0,0,0,30,86,0,81,0,411,drink,large
Iced Tea,"Sweet Tea Raspberry Flavored, Medium",250,0,0,0,0,20,65,0,60,0,310,drink,medium
Iced Tea,"Sweet Tea Raspberry Flavored, Small",170,0,0,0,0,15,43,0,40,0,210,drink,small
Dunkin Refreshers,"Peach Passion Fruit Dunkin Refreshers, Large",180,0,0,0,0,20,43,0,39,1,218,drink,large
Dunkin Refreshers,"Peach Passion Fruit Dunkin Refreshers, Medium",130,0,0,0,0,15,32,0,29,1,158,drink,medium
Dunkin Refreshers,"Peach Passion Fruit Dunkin Refreshers, Small",90,0,0,0,0,10,21,0,20,0,110,drink,small
Dunkin Refreshers,"Strawberry Dragonfruit Dunkin Refreshers, Large",170,0,0,0,0,20,39,0,37,1,206,drink,large
Dunkin Refreshers,"Strawberry Dragonfruit Dunkin Refreshers, Medium",130,0,0,0,0,15,29,0,27,1,156,drink,medium
Dunkin Refreshers,"Strawberry Dragonfruit Dunkin Refreshers, Small",80,0,0,0,0,10,19,0,18,0,98,drink,small
Dunkin Refreshers,"Butter Pecan Swirl Frozen Chocolate, Large",900,17,13,0,40,570,175,1,162,12,1063,drink,large
Dunkin Refreshers,"Butter Pecan Swirl Frozen Chocolate, Medium",700,14,10,0,30,430,134,1,124,9,825,drink,medium
Dunkin Refreshers,"Butter Pecan Swirl Frozen Chocolate, Small",500,11,8,0,25,290,95,1,87,6,589,drink,small
